Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Sales
FDY45,17.5,Low Fat,0,Snack Foods,255.236,OUT013,1987,High,Tier 3,Supermarket Type1,4000.04
FDA22,7.435,Low Fat,0.141356,Starchy Foods,168.516,OUT010,1998,,Tier 3,Grocery Store,1715.45
FDE02,8.71,Low Fat,0.121227,Canned,95.2778,OUT035,2004,Small,Tier 2,Supermarket Type1,1879.85
FDW21,5.34,Regular,0.00597598,Snack Foods,100.836,OUT045,2002,,Tier 2,Supermarket Type1,1654.54
FDV34,10.695,Regular,0.0114255,Snack Foods,73.6038,OUT046,1997,Small,Tier 1,Supermarket Type1,1290.16
FDS59,14.8,Regular,0.0439617,Breads,109.157,OUT049,1999,Medium,Tier 1,Supermarket Type1,2316.55
NCW17,18,Low Fat,0.0194959,Health and Hygiene,127.899,OUT017,2007,,Tier 2,Supermarket Type1,2936.92
NCK54,12.15,Low Fat,0.0295234,Household,117.215,OUT046,1997,Small,Tier 1,Supermarket Type1,2110.92
FDG17,,Regular,0.0627516,Frozen Foods,244.249,OUT019,1985,Small,Tier 1,Grocery Store,3000.66
FDG35,21.2,Regular,0,Starchy Foods,173.074,OUT017,2007,,Tier 2,Supermarket Type1,2736.03
FDD08,8.3,Low Fat,0.059176,Fruits and Vegetables,37.8506,OUT010,1998,,Tier 3,Grocery Store,-1293.85
NCO07,9.06,Low Fat,0.00983157,Others,211.156,OUT017,2007,,Tier 2,Supermarket Type1,3266.75
FDJ10,5.095,reg,0.216763,Snack Foods,142.284,OUT010,1998,,Tier 3,Grocery Store,-147.349
FDW36,11.15,Low Fat,0.0572547,Baking Goods,104.062,OUT017,2007,,Tier 2,Supermarket Type1,1167.19
FDW21,5.34,Regular,0,Snack Foods,101.036,OUT010,1998,,Tier 3,Grocery Store,-383.62
FDY19,19.75,Low Fat,0.0415989,Fruits and Vegetables,118.047,OUT017,2007,,Tier 2,Supermarket Type1,2525.27
DRE03,19.6,Low Fat,0.0242067,Dairy,47.0718,OUT013,1987,High,Tier 3,Supermarket Type1,973.979
NCC55,10.695,Low Fat,0.0638623,Household,38.1848,OUT049,1999,Medium,Tier 1,Supermarket Type1,701.942
FDH52,9.42,Regular,0.0734848,Frozen Foods,63.6194,OUT010,1998,,Tier 3,Grocery Store,-1105.61
FDO09,13.5,Regular,0.125983,Snack Foods,264.691,OUT017,2007,,Tier 2,Supermarket Type1,4632.91
FDU43,19.35,Regular,0.0581611,Fruits and Vegetables,239.456,OUT045,2002,,Tier 2,Supermarket Type1,3593.16
FDX09,9,Low Fat,0.109214,Snack Foods,175.037,OUT010,1998,,Tier 3,Grocery Store,1605.06
FDH40,,Regular,0.138195,Frozen Foods,83.1276,OUT019,1985,Small,Tier 1,Grocery Store,2.14459
FDW58,20.75,Low Fat,0.00759582,Snack Foods,104.462,OUT017,2007,,Tier 2,Supermarket Type1,1651.84
FDC47,15,Low Fat,0.119563,Snack Foods,227.269,OUT017,2007,,Tier 2,Supermarket Type1,5084.92
NCR41,17.85,LF,0.0180206,Health and Hygiene,94.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1616.57
DRG49,7.81,Low Fat,0.0674425,Soft Drinks,244.749,OUT035,2004,Small,Tier 2,Supermarket Type1,4482.84
FDC52,,Regular,0.0082398,Dairy,152.271,OUT027,1985,Medium,Tier 3,Supermarket Type3,1754.62
FDY13,12.1,Low Fat,0.0301274,Canned,74.567,OUT046,1997,Small,Tier 1,Supermarket Type1,1447.45
FDY35,17.6,Regular,0.0160143,Breads,44.0402,OUT013,1987,High,Tier 3,Supermarket Type1,1331.58
FDI35,14,Low Fat,0.0415247,Starchy Foods,181.763,OUT017,2007,,Tier 2,Supermarket Type1,4079.22
NCU18,15.1,Low Fat,0.0559269,Household,141.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,2454.35
FDY33,14.5,Regular,0.0975971,Snack Foods,158.526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3479.52
FDC15,,Low Fat,0.177107,Dairy,157.529,OUT027,1985,Medium,Tier 3,Supermarket Type3,1861.23
FDU01,20.25,Regular,0,Canned,186.492,OUT049,1999,Medium,Tier 1,Supermarket Type1,3715.22
NCU42,9,Low Fat,0.0195067,Household,169.547,OUT046,1997,Small,Tier 1,Supermarket Type1,3911.94
NCV29,11.8,Low Fat,0.0229366,Health and Hygiene,177.669,OUT018,2009,Medium,Tier 3,Supermarket Type2,2386.56
NCY30,20.25,Low Fat,0.0261001,Household,182.898,OUT017,2007,,Tier 2,Supermarket Type1,3078.87
FDQ46,7.51,Low Fat,0.103974,Snack Foods,112.154,OUT049,1999,Medium,Tier 1,Supermarket Type1,1809.56
FDG58,,Regular,0.086361,Snack Foods,153.797,OUT027,1985,Medium,Tier 3,Supermarket Type3,2382.99
FDK33,17.85,Low Fat,0.0112988,Snack Foods,213.256,OUT017,2007,,Tier 2,Supermarket Type1,4127.35
NCD07,9.1,Low Fat,0.0555412,Household,115.652,OUT045,2002,,Tier 2,Supermarket Type1,1314.43
NCX29,,Low Fat,0.0887208,Health and Hygiene,144.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,2240.86
NCT42,5.88,Low Fat,0.0248666,Household,148.339,OUT013,1987,High,Tier 3,Supermarket Type1,1720.27
DRN59,15,Low Fat,0.0641295,Hard Drinks,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,711.85
FDI44,16.1,Low Fat,0.100214,Fruits and Vegetables,79.0328,OUT035,2004,Small,Tier 2,Supermarket Type1,1560.4
FDA45,21.25,Low Fat,0.155621,Snack Foods,178.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,2168.33
FDP31,21.1,Regular,0.161832,Fruits and Vegetables,65.7168,OUT045,2002,,Tier 2,Supermarket Type1,760.733
FDY01,11.8,Regular,0.170283,Canned,115.183,OUT046,1997,Small,Tier 1,Supermarket Type1,1884.14
FDT09,15.15,Regular,0.0123133,Snack Foods,132.828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1814.17
DRH03,,Low Fat,0,Dairy,94.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,844.027
FDA36,5.985,Low Fat,0.00568947,Baking Goods,186.692,OUT018,2009,Medium,Tier 3,Supermarket Type2,1740.86
NCF31,9.13,Low Fat,0.0521407,Household,153.402,OUT017,2007,,Tier 2,Supermarket Type1,1819.48
FDG14,9,Regular,0.0505792,Canned,151.302,OUT049,1999,Medium,Tier 1,Supermarket Type1,4047.54
FDG28,,Regular,0.0490416,Frozen Foods,245.514,OUT027,1985,Medium,Tier 3,Supermarket Type3,2368.25
FDU14,17.75,Low Fat,0.0348067,Dairy,250.175,OUT049,1999,Medium,Tier 1,Supermarket Type1,3082.77
FDY47,,Regular,0.0953953,Breads,131.131,OUT019,1985,Small,Tier 1,Grocery Store,96.84
FDI56,7.325,Low Fat,0.0935306,Fruits and Vegetables,90.4146,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893.2
DRD01,12.1,Regular,0.0611246,Soft Drinks,56.4614,OUT013,1987,High,Tier 3,Supermarket Type1,884.649
FDM22,14,Regular,0,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1,1089.85
FDH33,12.85,Low Fat,0.121624,Snack Foods,42.2428,OUT013,1987,High,Tier 3,Supermarket Type1,832.822
DRZ24,7.535,Low Fat,0.0817195,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1,2681.43
NCQ38,16.35,Low Fat,0.0133664,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1,1390.34
FDO16,,Low Fat,0.015035,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3,2024.14
FDU07,,Low Fat,0.0595572,Fruits and Vegetables,149.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,2065.63
NCB07,19.2,Low Fat,0.077443,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1,2894.67
FDU48,18.85,Low Fat,0.0554707,Baking Goods,132.128,OUT045,2002,,Tier 2,Supermarket Type1,1375.87
NCM43,14.5,Low Fat,0.0195149,Others,165.121,OUT045,2002,,Tier 2,Supermarket Type1,2392.86
FDR31,6.46,Regular,0.0822886,Fruits and Vegetables,144.41,OUT010,1998,,Tier 3,Grocery Store,1057.51
DRK49,14.15,Low Fat,0.0360901,Soft Drinks,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2,166.939
NCI30,20.25,Low Fat,0.098646,Household,244.746,OUT010,1998,,Tier 3,Grocery Store,1000.6
DRD60,15.7,Low Fat,0.0374427,Soft Drinks,181.163,OUT017,2007,,Tier 2,Supermarket Type1,3154.04
NCG19,20.25,Low Fat,0.147934,Household,235.362,OUT046,1997,Small,Tier 1,Supermarket Type1,2310.65
FDH12,9.6,LF,0.0849376,Baking Goods,105.028,OUT035,2004,Small,Tier 2,Supermarket Type1,1716.35
FDM32,20.5,Low Fat,0.0206011,Fruits and Vegetables,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1,1471.94
FDM27,12.35,Regular,0.158439,Meat,156.095,OUT035,2004,Small,Tier 2,Supermarket Type1,2114.99
NCU53,,Low Fat,0,Health and Hygiene,165.784,OUT027,1985,Medium,Tier 3,Supermarket Type3,1786.06
NCQ18,15.75,Low Fat,0.135073,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1902.07
FDS10,19.2,Low Fat,0.0351563,Snack Foods,179.132,OUT013,1987,High,Tier 3,Supermarket Type1,2385.62
FDB33,,Low Fat,0.0145096,Fruits and Vegetables,157.426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3052.38
FDI12,9.395,Regular,0.100315,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,1102.34
NCW42,18.2,Low Fat,0.0584203,Household,221.446,OUT013,1987,High,Tier 3,Supermarket Type1,3606.13
NCC06,19,Low Fat,0.0270963,Household,128.634,OUT018,2009,Medium,Tier 3,Supermarket Type2,2946.64
FDW02,4.805,Regular,0.0379127,Dairy,125.87,OUT017,2007,,Tier 2,Supermarket Type1,3198.42
NCD43,8.85,Low Fat,0.0161106,Household,104.296,OUT017,2007,,Tier 2,Supermarket Type1,1316.07
FDM57,11.65,Regular,0.0761581,Snack Foods,82.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,784.149
FDA58,9.395,Low Fat,0.104338,Snack Foods,236.893,OUT017,2007,,Tier 2,Supermarket Type1,2599.15
FDK56,9.695,Low Fat,0.129998,Fruits and Vegetables,185.19,OUT046,1997,Small,Tier 1,Supermarket Type1,3058.71
FDP52,18.7,Regular,0,Frozen Foods,231.201,OUT045,2002,,Tier 2,Supermarket Type1,3893.36
FDW20,20.75,LF,0.0242478,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,2122.69
FDS52,8.89,Low Fat,0.00548303,Frozen Foods,100.402,OUT049,1999,Medium,Tier 1,Supermarket Type1,1652
NCT29,12.6,Low Fat,0.0643719,Health and Hygiene,119.841,OUT018,2009,Medium,Tier 3,Supermarket Type2,-106.971
NCL54,12.6,Low Fat,0.0826849,Household,176.605,OUT013,1987,High,Tier 3,Supermarket Type1,3081.87
FDC05,13.1,Regular,0.0989849,Frozen Foods,198.277,OUT045,2002,,Tier 2,Supermarket Type1,2528.64
FDF34,9.3,Regular,0.0140167,Snack Foods,196.808,OUT035,2004,Small,Tier 2,Supermarket Type1,2325.58
FDP03,,Regular,0.0608808,Meat,124.439,OUT027,1985,Medium,Tier 3,Supermarket Type3,2001.63
FDD32,17.7,Regular,0.0685118,Fruits and Vegetables,83.2276,OUT010,1998,,Tier 3,Grocery Store,-869.248
FDZ10,17.85,Low Fat,0,Snack Foods,127.502,OUT045,2002,,Tier 2,Supermarket Type1,2208.76
FDZ40,8.935,Low Fat,0.0401751,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,988.144
FDD51,11.15,Low Fat,0.120441,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2,54.6436
NCY30,,Low Fat,0.0454408,Household,179.598,OUT019,1985,Small,Tier 1,Grocery Store,1242.89
FDP58,11.1,LF,0.135907,Snack Foods,217.948,OUT017,2007,,Tier 2,Supermarket Type1,3475.09
FDV49,10,Low Fat,0.0259733,Canned,264.323,OUT017,2007,,Tier 2,Supermarket Type1,4047.76
FDY24,,Regular,0.233729,Baking Goods,52.4298,OUT019,1985,Small,Tier 1,Grocery Store,-121.457
NCO55,12.8,Low Fat,0.0915522,Others,107.194,OUT017,2007,,Tier 2,Supermarket Type1,2044.06
FDR13,9.895,Regular,0.0288833,Canned,116.649,OUT017,2007,,Tier 2,Supermarket Type1,1302.62
FDS51,13.35,Low Fat,0.0323625,Meat,62.0194,OUT017,2007,,Tier 2,Supermarket Type1,583.057
FDP26,7.785,Low Fat,0.139836,Dairy,104.731,OUT045,2002,,Tier 2,Supermarket Type1,1296.05
NCB54,,Low Fat,0.0498103,Health and Hygiene,129.234,OUT027,1985,Medium,Tier 3,Supermarket Type3,2110.98
FDF32,16.35,Low Fat,0.068466,Fruits and Vegetables,197.143,OUT017,2007,,Tier 2,Supermarket Type1,2333.21
FDN31,11.5,Low Fat,0.0731784,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,1958.22
DRM48,15.2,Low Fat,0.113535,Soft Drinks,36.0848,OUT017,2007,,Tier 2,Supermarket Type1,927.244
FDN20,19.35,Low Fat,0.0262226,Fruits and Vegetables,169.047,OUT049,1999,Medium,Tier 1,Supermarket Type1,3042.13
DRL01,19.5,Regular,0,Soft Drinks,233.196,OUT046,1997,Small,Tier 1,Supermarket Type1,4400.71
FDV56,16.1,Regular,0.0136169,Fruits and Vegetables,107.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,710.852
DRH13,,Low Fat,0.0237703,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,833.764
FDA03,18.5,Regular,0.0457209,Dairy,145.61,OUT017,2007,,Tier 2,Supermarket Type1,2540.38
FDF47,,Low Fat,0.0971455,Starchy Foods,223.875,OUT027,1985,Medium,Tier 3,Supermarket Type3,2063.26
FDX32,15.1,Regular,0.0998582,Fruits and Vegetables,146.479,OUT046,1997,Small,Tier 1,Supermarket Type1,2427.35
FDX57,17.25,Regular,0.0473397,Snack Foods,96.5068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1961.92
NCA30,19,LF,0.129596,Household,190.587,OUT045,2002,,Tier 2,Supermarket Type1,2222.15
FDO49,10.6,Regular,0.0330247,Breakfast,49.3008,OUT013,1987,High,Tier 3,Supermarket Type1,778.225
FDL04,,Low Fat,0.195963,Frozen Foods,105.162,OUT019,1985,Small,Tier 1,Grocery Store,-40.5903
DRM48,15.2,Low Fat,0.112875,Soft Drinks,37.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,994.158
FDR16,5.845,Regular,0.104931,Frozen Foods,212.322,OUT013,1987,High,Tier 3,Supermarket Type1,4474.37
NCC19,6.57,Low Fat,0.0972752,Household,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,3487.61
NCE42,21.1,Low Fat,0.0106238,Household,235.496,OUT045,2002,,Tier 2,Supermarket Type1,2819.23
FDY24,4.88,Regular,0.134248,Baking Goods,54.9298,OUT017,2007,,Tier 2,Supermarket Type1,1298.85
FDH19,19.35,Low Fat,0.0331399,Meat,175.474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2079.39
FDJ46,11.1,Low Fat,0.0447861,Snack Foods,173.405,OUT013,1987,High,Tier 3,Supermarket Type1,2759.16
FDN45,19.35,Low Fat,0.19768,Snack Foods,224.609,OUT010,1998,,Tier 3,Grocery Store,1344.33
FDY08,9.395,Regular,0.171043,Fruits and Vegetables,139.984,OUT035,2004,Small,Tier 2,Supermarket Type1,2062.01
FDZ37,8.1,Regular,0.0197648,Canned,86.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,986.884
NCT30,9.1,LF,0.0804557,Household,47.3718,OUT045,2002,,Tier 2,Supermarket Type1,1035.02
DRY23,9.395,Regular,0.109541,Soft Drinks,41.9112,OUT018,2009,Medium,Tier 3,Supermarket Type2,169.257
NCZ30,6.59,Low Fat,0.0262916,Household,121.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1547.97
FDC44,15.6,Low Fat,0.1733,Fruits and Vegetables,113.352,OUT018,2009,Medium,Tier 3,Supermarket Type2,1510.54
FDB45,20.85,Low Fat,0.0213258,Fruits and Vegetables,104.631,OUT035,2004,Small,Tier 2,Supermarket Type1,1416.58
FDY04,17.7,Regular,0.0424411,Frozen Foods,163.221,OUT013,1987,High,Tier 3,Supermarket Type1,1989.89
FDM27,12.35,reg,0,Meat,158.895,OUT046,1997,Small,Tier 1,Supermarket Type1,1827.88
FDZ43,11,Regular,0.0573813,Fruits and Vegetables,241.251,OUT017,2007,,Tier 2,Supermarket Type1,3937.94
FDT39,,Regular,0.0172774,Meat,150.737,OUT019,1985,Small,Tier 1,Grocery Store,1049.59
NCC06,,LF,0.0472496,Household,126.734,OUT019,1985,Small,Tier 1,Grocery Store,1535.53
FDL15,,Low Fat,0.0464089,Meat,153.568,OUT027,1985,Medium,Tier 3,Supermarket Type3,1538.67
FDL57,15.1,Regular,0.0674562,Snack Foods,257.53,OUT017,2007,,Tier 2,Supermarket Type1,5543.51
FDU08,10.3,Low Fat,0.0273154,Fruits and Vegetables,98.7042,OUT046,1997,Small,Tier 1,Supermarket Type1,811.652
FDK40,7.035,Low Fat,0.021973,Frozen Foods,264.091,OUT017,2007,,Tier 2,Supermarket Type1,4651.69
FDQ12,12.65,Low Fat,0.0592703,Baking Goods,229.101,OUT010,1998,,Tier 3,Grocery Store,195.038
FDS48,15.15,Low Fat,0.0279364,Baking Goods,151.171,OUT017,2007,,Tier 2,Supermarket Type1,2271.58
FDP09,19.75,Low Fat,0.0339586,Snack Foods,212.09,OUT045,2002,,Tier 2,Supermarket Type1,4067.31
FDW21,5.34,Regular,0.00597315,Snack Foods,99.0358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1623.84
FDY25,12,Low Fat,0.033968,Canned,181.098,OUT035,2004,Small,Tier 2,Supermarket Type1,4421.1
DRE13,6.28,Low Fat,0.0278618,Soft Drinks,85.5198,OUT017,2007,,Tier 2,Supermarket Type1,1299.18
FDV43,,Low Fat,0.134564,Fruits and Vegetables,42.7086,OUT019,1985,Small,Tier 1,Grocery Store,-1205.99
FDD22,10,Low Fat,0.0998518,Snack Foods,111.754,OUT045,2002,,Tier 2,Supermarket Type1,3262.33
FDM46,,Low Fat,0.280083,Snack Foods,92.712,OUT019,1985,Small,Tier 1,Grocery Store,-340.195
NCO30,19.5,Low Fat,0.0263202,Household,184.961,OUT010,1998,,Tier 3,Grocery Store,676.745
FDM25,10.695,Regular,0.0606657,Breakfast,173.771,OUT046,1997,Small,Tier 1,Supermarket Type1,2993.45
NCN41,17,Low Fat,0.0522905,Health and Hygiene,122.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.85
FDU24,6.78,Regular,0.140447,Baking Goods,93.312,OUT045,2002,,Tier 2,Supermarket Type1,2160.65
FDZ50,12.8,Regular,0.0790763,Dairy,183.761,OUT046,1997,Small,Tier 1,Supermarket Type1,4951.21
FDP45,15.7,Regular,0.0305994,Snack Foods,251.472,OUT013,1987,High,Tier 3,Supermarket Type1,2765.33
NCM54,17.7,Low Fat,0.0510424,Household,126.168,OUT045,2002,,Tier 2,Supermarket Type1,2247.7
FDW10,,Low Fat,0.123745,Snack Foods,175.337,OUT019,1985,Small,Tier 1,Grocery Store,2262.8
FDP20,19.85,Low Fat,0.0459276,Fruits and Vegetables,127.902,OUT017,2007,,Tier 2,Supermarket Type1,1257.57
FDK32,16.25,Regular,0.0489756,Fruits and Vegetables,151.068,OUT046,1997,Small,Tier 1,Supermarket Type1,2854.44
FDN52,9.395,Regular,0.131774,Frozen Foods,87.7198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893
FDM58,16.85,Regular,0,Snack Foods,111.054,OUT045,2002,,Tier 2,Supermarket Type1,2264.81
FDZ46,,Low Fat,0.068789,Snack Foods,110.823,OUT027,1985,Medium,Tier 3,Supermarket Type3,1432.24
NCA18,10.1,Low Fat,0.056306,Household,117.149,OUT018,2009,Medium,Tier 3,Supermarket Type2,967.817
FDD35,12.15,Low Fat,0.0258644,Starchy Foods,121.844,OUT046,1997,Small,Tier 1,Supermarket Type1,2343.39
NCK31,10.895,Low Fat,0.0270427,Others,49.4666,OUT035,2004,Small,Tier 2,Supermarket Type1,997.324
FDI40,,Regular,0.124995,Frozen Foods,100.536,OUT027,1985,Medium,Tier 3,Supermarket Type3,1414.86
FDT50,,Regular,0.189512,Dairy,97.7752,OUT019,1985,Small,Tier 1,Grocery Store,-218.367
NCT06,17.1,Low Fat,0.0387376,Household,164.784,OUT046,1997,Small,Tier 1,Supermarket Type1,2480.48
FDT31,19.75,Low Fat,0.0124459,Fruits and Vegetables,187.887,OUT035,2004,Small,Tier 2,Supermarket Type1,3054.06
FDT45,15.85,Low Fat,0.0574025,Snack Foods,53.0956,OUT049,1999,Medium,Tier 1,Supermarket Type1,983.672
FDT13,14.85,Low Fat,0.0186093,Canned,187.121,OUT045,2002,,Tier 2,Supermarket Type1,3424.66
FDO50,16.25,Low Fat,0.0783273,Canned,90.9804,OUT045,2002,,Tier 2,Supermarket Type1,1489.43
NCU18,15.1,Low Fat,0.0934648,Household,140.85,OUT010,1998,,Tier 3,Grocery Store,479.168
NCR54,16.35,Low Fat,0.090703,Household,195.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,2682.84
NCO18,13.15,Low Fat,0.0247517,Household,178.269,OUT018,2009,Medium,Tier 3,Supermarket Type2,3013.23
FDU09,7.71,Regular,0.0667322,Snack Foods,56.2956,OUT045,2002,,Tier 2,Supermarket Type1,1278.83
FDT13,14.85,Low Fat,0.0186473,Canned,187.521,OUT018,2009,Medium,Tier 3,Supermarket Type2,3052.05
FDE09,8.775,Low Fat,0.0216034,Fruits and Vegetables,112.223,OUT046,1997,Small,Tier 1,Supermarket Type1,1610.08
NCK53,,Low Fat,0.0657999,Health and Hygiene,101.104,OUT019,1985,Small,Tier 1,Grocery Store,676.707
FDG45,8.1,Low Fat,0,Fruits and Vegetables,213.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,5329.59
DRH15,8.775,Low Fat,0.10989,Dairy,45.0428,OUT035,2004,Small,Tier 2,Supermarket Type1,1255.28
FDO21,,Regular,0.0170938,Snack Foods,224.04,OUT019,1985,Small,Tier 1,Grocery Store,915.768
FDD14,,LF,0.168986,Canned,184.227,OUT027,1985,Medium,Tier 3,Supermarket Type3,2432.68
FDC09,15.5,Regular,0.026302,Fruits and Vegetables,102.733,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.11
FDH45,,Regular,0.105155,Fruits and Vegetables,43.2796,OUT027,1985,Medium,Tier 3,Supermarket Type3,259.027
FDV32,7.785,Low Fat,0.0887084,Fruits and Vegetables,65.051,OUT046,1997,Small,Tier 1,Supermarket Type1,1313.48
FDG12,6.635,Regular,0.00632491,Baking Goods,119.11,OUT035,2004,Small,Tier 2,Supermarket Type1,2302.84
FDS32,17.75,Regular,0.0296292,Fruits and Vegetables,140.184,OUT013,1987,High,Tier 3,Supermarket Type1,1774.16
NCL55,12.15,Low Fat,0.0649241,Others,251.204,OUT018,2009,Medium,Tier 3,Supermarket Type2,3710.12
DRE01,10.1,Low Fat,0.167124,Soft Drinks,243.551,OUT035,2004,Small,Tier 2,Supermarket Type1,4026.73
DRE15,13.35,Low Fat,0.017813,Dairy,77.0012,OUT049,1999,Medium,Tier 1,Supermarket Type1,1422.45
NCL42,18.85,Low Fat,0.0404535,Household,247.014,OUT045,2002,,Tier 2,Supermarket Type1,5991.8
FDP31,21.1,Regular,0.161371,Fruits and Vegetables,64.0168,OUT013,1987,High,Tier 3,Supermarket Type1,720.167
FDN33,6.305,Regular,0.123617,Snack Foods,93.5436,OUT018,2009,Medium,Tier 3,Supermarket Type2,641.838
FDZ59,6.63,Regular,0.104022,Baking Goods,164.85,OUT046,1997,Small,Tier 1,Supermarket Type1,3398.3
FDE45,12.1,Low Fat,0.0675499,Fruits and Vegetables,178.3,OUT010,1998,,Tier 3,Grocery Store,1509.47
FDJ07,7.26,Low Fat,0.0144115,Meat,118.415,OUT013,1987,High,Tier 3,Supermarket Type1,2121.08
FDQ45,9.5,Regular,0.0109615,Snack Foods,184.461,OUT018,2009,Medium,Tier 3,Supermarket Type2,2320.14
FDM33,,Low Fat,0.0872949,Snack Foods,219.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,3651.26
FDO15,16.75,Regular,0.0143386,Meat,75.7038,OUT010,1998,,Tier 3,Grocery Store,-856.986
FDM46,7.365,Low Fat,0.159835,Snack Foods,92.512,OUT013,1987,High,Tier 3,Supermarket Type1,1068.64
FDR03,15.7,Regular,0.00875365,Meat,205.698,OUT045,2002,,Tier 2,Supermarket Type1,4173.53
FDY49,17.2,Regular,0.012061,Canned,166.418,OUT018,2009,Medium,Tier 3,Supermarket Type2,1979.55
FDQ60,6.195,Regular,0.109596,Baking Goods,118.81,OUT045,2002,,Tier 2,Supermarket Type1,1876.76
FDW10,21.2,Low Fat,0,Snack Foods,176.137,OUT049,1999,Medium,Tier 1,Supermarket Type1,3982.42
FDO51,6.785,Regular,0.0420478,Meat,44.6112,OUT049,1999,Medium,Tier 1,Supermarket Type1,658.207
FDJ40,13.6,Regular,0.0497913,Frozen Foods,108.791,OUT018,2009,Medium,Tier 3,Supermarket Type2,1756.02
FDS20,8.85,Low Fat,0.0540863,Fruits and Vegetables,182.229,OUT018,2009,Medium,Tier 3,Supermarket Type2,2549.84
FDU45,15.6,Regular,0.0354766,Snack Foods,112.452,OUT013,1987,High,Tier 3,Supermarket Type1,2560.04
FDV02,16.75,Low Fat,0.0605342,Dairy,169.411,OUT035,2004,Small,Tier 2,Supermarket Type1,2710.39
FDN09,14.15,Low Fat,0.0348747,Snack Foods,242.283,OUT046,1997,Small,Tier 1,Supermarket Type1,3027.71
NCM55,,Low Fat,0.066403,Others,186.692,OUT027,1985,Medium,Tier 3,Supermarket Type3,2710.91
FDN23,6.575,Regular,0.0758153,Breads,144.644,OUT018,2009,Medium,Tier 3,Supermarket Type2,2295.65
FDY31,5.98,Low Fat,0.0729153,Fruits and Vegetables,145.142,OUT010,1998,,Tier 3,Grocery Store,395.015
FDW03,5.63,Regular,0.0410771,Meat,106.531,OUT010,1998,,Tier 3,Grocery Store,4.55108
FDD14,20.7,Low Fat,0.169808,Canned,183.427,OUT046,1997,Small,Tier 1,Supermarket Type1,2855.13
FDV23,11,Low Fat,0.106435,Breads,125.705,OUT017,2007,,Tier 2,Supermarket Type1,2228.91
DRI03,6.03,Low Fat,0.0227497,Dairy,175.703,OUT045,2002,,Tier 2,Supermarket Type1,3393.5
FDN13,18.6,Low Fat,0.15203,Breakfast,99.3358,OUT035,2004,Small,Tier 2,Supermarket Type1,1222.26
FDF45,,Regular,0.0121456,Fruits and Vegetables,59.7904,OUT027,1985,Medium,Tier 3,Supermarket Type3,889.688
FDU46,10.3,Regular,0.0111242,Snack Foods,87.454,OUT035,2004,Small,Tier 2,Supermarket Type1,1851.27
FDB57,20.25,Regular,0.0188343,Fruits and Vegetables,222.377,OUT049,1999,Medium,Tier 1,Supermarket Type1,3309.33
FDV12,16.7,Regular,0,Baking Goods,99.6384,OUT049,1999,Medium,Tier 1,Supermarket Type1,2222.12
FDQ58,7.315,Low Fat,0.0152891,Snack Foods,151.134,OUT013,1987,High,Tier 3,Supermarket Type1,1937.45
